...1,web_name,gameweek,event_points,next_gw_points,total_points,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,first_name,form,player_id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,correct_as_of_time
360,Doherty,1,1,0,1,NA,NA,87835,0,0,0,0,0,2,2.7,1.7,Matt,1,360,FALSE,NA,NA,5,87835.jpg,1,Doherty,0.7,FALSE,NA,a,17,6,2323,2323,7015,7015,0.2,0.2,7,0,0,0,0,0,0,0,0,0,0,0,4,3,0.3,0,0.3,226,85,237,78,400,156,261,87,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
361,Dier,1,7,1,7,NA,NA,93264,0,0,0,0,0,2,2.2,1.2,Eric,7,361,FALSE,NA,NA,4.5,93264.jpg,7,Dier,2.8,FALSE,NA,a,17,6,68206,68206,12815,12815,1.6,1.6,90,0,0,1,0,0,0,0,0,0,0,1,22,17,0.1,0,1.7,109,39,251,86,260,96,195,64,NA,NA,3,NA,NA,NA,2021-08-20T17:10:45Z
362,Lucas Moura,1,2,1,2,NA,NA,95715,0,0,0,0,0,3,2.8,1.8,Lucas,2,362,FALSE,NA,NA,6.5,95715.jpg,2,Rodrigues Moura da Silva,1.4,FALSE,NA,a,17,6,33897,33897,10391,10391,0.3,0.3,90,0,0,1,0,0,0,0,1,0,0,0,9,16.4,37.6,43,9.7,115,45,13,8,21,11,24,13,5,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
363,Dele,1,3,2,3,NA,NA,108823,0,0,0,0,0,3,2.8,1.8,Bamidele,3,363,FALSE,NA,NA,6.5,108823.jpg,3,Alli,1.5,FALSE,NA,a,17,6,16542,16542,11324,11324,0.5,0.5,90,0,0,1,0,0,0,0,0,0,0,0,6,12.4,2.2,0,1.5,146,57,163,97,538,226,206,97,NA,NA,NA,NA,4,NA,2021-08-20T17:10:45Z
364,Davies,1,0,0,0,NA,NA,115556,0,0,0,0,0,2,2.2,1.2,Ben,0,364,FALSE,NA,NA,4.5,115556.jpg,0,Davies,0.3,FALSE,NA,a,17,6,1015,1015,2572,2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,132,330,130,272,107,347,132,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
365,Højbjerg,1,3,2,3,NA,NA,132015,0,0,0,0,0,3,1.9,0.9,Pierre-Emile,3,365,FALSE,NA,NA,5,132015.jpg,3,Højbjerg,2.9,FALSE,NA,a,17,6,14204,14204,20251,20251,0.6,0.6,89,0,0,1,0,0,0,0,0,0,0,0,13,12.6,21.8,12,4.6,144,55,52,35,87,51,85,50,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
366,Winks,1,0,1,0,NA,NA,157668,0,0,0,0,0,3,1.5,0.5,Harry,0,366,FALSE,NA,NA,4.5,157668.jpg,0,Winks,1.2,FALSE,NA,a,17,6,8247,8247,10349,10349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,131,343,138,286,112,356,137,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
367,Sánchez,1,5,0,5,NA,NA,173904,0,0,0,0,0,2,2.2,1.2,Davinson,5,367,FALSE,NA,NA,4.5,173904.jpg,5,Sánchez,0.9,FALSE,NA,a,17,6,13908,13908,4545,4545,1.1,1.1,90,0,0,1,0,0,0,0,1,0,0,0,21,18.8,0.3,6,2.5,101,35,232,75,113,24,158,49,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
368,Sessegnon,1,0,0,0,NA,NA,184349,0,0,0,0,0,2,2.2,1.2,Ryan,0,368,FALSE,NA,NA,4.5,184349.jpg,0,Sessegnon,0.2,FALSE,NA,a,17,6,188,188,1322,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,139,352,138,297,116,365,139,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
369,Bergwijn,1,6,0,6,NA,NA,194252,0,0,0,0,0,3,2.6,1.6,Steven,6,369,FALSE,NA,NA,6,194252.jpg,6,Bergwijn,0.7,FALSE,NA,a,17,6,21651,21651,5815,5815,1,1,76,0,1,1,0,0,0,0,0,0,0,0,13,22.8,21.9,23,6.8,76,29,51,34,52,30,48,26,6,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
370,Reguilón,1,7,1,7,NA,NA,199249,0,0,0,0,0,2,2.7,1.7,Sergio,7,370,FALSE,NA,NA,5,199249.jpg,7,Reguilón,4.3,FALSE,NA,a,17,6,82058,82058,17744,17744,1.4,1.4,90,0,0,1,0,0,0,0,0,0,0,1,22,10.4,25.3,2,3.8,161,65,38,9,160,49,111,32,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
371,Tanganga,1,6,-3,6,100,100,199584,0,0,0,0,0,2,2.2,1.2,Japhet,6,371,FALSE,NA,2021-06-22T11:30:10Z,4.5,199584.jpg,6,Tanganga,1.3,FALSE,NA,a,17,6,53348,53348,6253,6253,1.3,1.3,82,0,0,1,0,0,0,0,0,0,0,0,20,13.8,5.7,2,2.2,132,53,132,38,157,47,171,56,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
372,Lo Celso,1,1,0,1,NA,NA,200826,0,0,0,0,0,3,2.6,1.6,Giovani,1,372,FALSE,NA,NA,6,200826.jpg,1,Lo Celso,0.2,FALSE,NA,a,17,6,810,810,2266,2266,0.2,0.2,13,0,0,0,0,0,0,0,0,0,0,0,6,3,1,2,0.6,228,101,198,114,177,96,250,118,4,NA,6,NA,NA,NA,2021-08-20T17:10:45Z
373,Skipp,1,3,2,3,NA,NA,209042,0,0,0,0,0,3,1.5,0.5,Oliver,3,373,FALSE,NA,NA,4.5,209042.jpg,3,Skipp,0.7,FALSE,NA,a,17,6,25061,25061,5934,5934,0.7,0.7,90,0,0,1,0,0,0,0,0,0,0,0,11,16.2,0.8,0,1.7,117,47,206,117,314,121,197,96,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
374,Rodon,1,0,1,0,0,NA,214225,0,0,0,0,0,2,0,1.2,Joe,0,374,FALSE,Knock - Unknown return date,2021-08-20T15:30:14Z,4.5,214225.jpg,0,Rodon,0.1,FALSE,NA,i,17,6,195,195,1188,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,147,366,146,316,127,379,147,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
375,Ndombele,1,0,0,0,NA,NA,231372,0,0,0,0,0,3,2.6,1.6,Tanguy,0,375,FALSE,NA,NA,6,231372.jpg,0,Ndombele,0.3,FALSE,NA,a,17,6,1171,1171,5190,5190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,223,536,224,529,220,536,224,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
376,Foster,1,0,0,0,NA,NA,9089,0,0,0,0,0,1,0.5,0.5,Ben,0,376,FALSE,NA,NA,4,9089.jpg,0,Foster,27.6,FALSE,NA,a,18,57,55262,55262,32263,32263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,21,254,2,187,1,276,21,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
377,Rose,1,0,0,0,NA,NA,38290,0,0,0,0,0,2,1.2,1.2,Danny,0,377,FALSE,NA,NA,4.5,38290.jpg,0,Rose,0.6,FALSE,NA,a,18,57,707,707,7322,7322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,115,298,112,233,83,319,116,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
378,Gosling,1,1,0,1,NA,NA,40387,0,0,0,0,0,3,0.9,0.9,Dan,1,378,FALSE,NA,NA,5,40387.jpg,1,Gosling,0.1,FALSE,NA,a,18,57,95,95,734,734,0.2,0.2,21,0,0,0,2,0,0,0,0,0,0,0,3,2.6,0.3,0,0.3,233,104,236,128,385,152,260,123,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
379,Cathcart,1,1,0,1,NA,NA,41338,0,0,0,0,0,2,1.2,1.2,Craig,1,379,FALSE,NA,NA,4.5,41338.jpg,1,Cathcart,0.2,FALSE,NA,a,18,57,952,952,1067,1067,0.2,0.2,90,0,0,0,2,0,0,0,0,0,0,0,6,11.8,0.8,0,1.3,149,61,205,61,239,85,209,73,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
380,Deeney,1,1,0,1,NA,NA,41725,0,0,0,0,0,4,1.1,1.1,Troy,1,380,FALSE,NA,NA,5.5,41725.jpg,1,Deeney,3.1,FALSE,NA,a,18,57,21086,21086,39347,39347,0.2,0.2,11,0,0,0,1,0,0,0,0,0,0,0,3,2,0.3,0,0.2,245,27,242,32,463,46,267,32,NA,NA,NA,NA,1,NA,2021-08-20T17:10:45Z
381,Cleverley,1,5,0,5,NA,NA,43250,0,0,0,0,0,3,0.9,0.9,Tom,5,381,FALSE,NA,NA,5,43250.jpg,5,Cleverley,0.2,FALSE,NA,a,18,57,5206,5206,1667,1667,1,1,78,0,1,0,1,0,0,0,0,0,0,0,17,22.8,12,2,3.7,75,28,101,65,159,84,116,65,1,NA,1,NA,NA,NA,2021-08-20T17:10:45Z
382,Femenía,1,0,0,0,NA,NA,54484,0,0,0,0,0,2,1.2,1.2,Francisco,0,382,FALSE,NA,NA,4.5,54484.jpg,0,Femenía Far,0.2,FALSE,NA,a,18,57,153,153,2297,2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,118,307,115,243,87,327,119,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
383,Gray,1,0,0,0,NA,NA,73426,0,0,0,0,0,4,1.1,1.1,Andre,0,383,FALSE,NA,NA,5.5,73426.jpg,0,Gray,0.3,FALSE,NA,a,18,57,2130,2130,4364,4364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,49,489,54,474,48,493,54,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
384,Kabasele,1,1,0,1,NA,NA,85624,0,0,0,0,0,2,1.2,1.2,Christian,1,384,FALSE,NA,NA,4.5,85624.jpg,1,Kabasele,0.1,FALSE,NA,a,18,57,609,609,734,734,0.2,0.2,90,0,0,0,2,0,0,0,0,0,0,0,12,20.2,0.1,4,2.4,90,30,250,85,127,31,162,51,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
385,Chalobah,1,0,0,0,0,0,89085,0,0,0,0,0,3,0,0,Nathaniel,0,385,FALSE,Illness - Expected back 29 Aug,2021-08-12T12:00:08Z,5,89085.jpg,0,Chalobah,0,FALSE,NA,i,18,57,92,92,510,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,168,435,173,401,159,443,172,NA,NA,2,NA,NA,NA,2021-08-20T17:10:45Z
386,Hughes,1,0,0,0,NA,NA,108413,0,0,0,0,0,3,0.9,0.9,Will,0,386,FALSE,NA,NA,5,108413.jpg,0,Hughes,0.1,FALSE,NA,a,18,57,190,190,1046,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,171,440,176,407,162,448,175,4,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
387,Troost-Ekong,1,1,1,1,NA,NA,131304,0,0,0,0,0,2,1.2,1.2,William,1,387,FALSE,NA,NA,4.5,131304.jpg,1,Troost-Ekong,0.1,FALSE,NA,a,18,57,620,620,830,830,0.2,0.2,90,0,0,0,2,0,0,0,0,0,0,0,11,7.8,0,0,0.8,179,75,333,133,275,110,234,81,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
388,Perica,1,0,0,0,0,NA,140941,0,0,0,0,0,4,0,0.5,Stipe,0,388,FALSE,Transferred to Maccabi Tel Aviv,2021-08-14T18:30:10Z,4.5,140941.jpg,0,Perica,3.6,FALSE,NA,u,18,57,6250,6250,52325,52325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,30,335,36,277,28,351,36,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
389,Bachmann,1,1,2,1,NA,NA,154506,0,0,0,0,0,1,1.3,1.3,Daniel,1,389,FALSE,NA,NA,4.5,154506.jpg,1,Bachmann,2.2,FALSE,NA,a,18,57,6152,6152,5495,5495,0.2,0.2,90,0,0,0,2,0,0,0,0,0,0,0,9,2.8,0,0,0.3,229,20,339,31,281,30,259,20,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
390,Masina,1,1,0,1,NA,NA,155651,0,0,0,0,0,2,1.2,1.2,Adam,1,390,FALSE,NA,NA,4.5,155651.jpg,1,Masina,0.1,FALSE,NA,a,18,57,645,645,781,781,0.2,0.2,90,0,0,0,2,0,0,0,0,0,0,0,8,7.2,0.3,0,0.8,185,78,231,74,284,113,235,82,NA,NA,3,NA,NA,NA,2021-08-20T17:10:45Z
391,Sema,1,1,1,1,NA,NA,157775,0,0,0,0,0,3,1.4,1.4,Ken,1,391,FALSE,NA,NA,5.5,157775.jpg,1,Sema,0.1,FALSE,NA,a,18,57,208,208,635,635,0.2,0.2,90,0,0,0,2,0,0,0,1,0,0,0,4,8,25.2,4,3.7,178,72,40,27,138,78,120,67,2,NA,4,NA,NA,NA,2021-08-20T17:10:45Z
392,Zinckernagel,1,0,0,0,0,0,162344,0,0,0,0,0,3,0,0,Philip,0,392,FALSE,Joined Nottingham Forest on a season-long loan - Expected back 01 Jul,2021-08-08T12:00:11Z,5.5,162344.jpg,0,Zinckernagel,0,FALSE,NA,u,18,57,0,0,211,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,203,505,206,494,202,507,205,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
393,Success,1,0,0,0,NA,NA,173514,0,0,0,0,0,4,0.8,0.8,Isaac,0,393,FALSE,NA,NA,5,173514.jpg,0,Success Ajayi,0.5,FALSE,NA,a,18,57,3335,3335,7293,7293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,43,456,49,427,41,461,49,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
394,Dele-Bashiru,1,0,0,0,0,0,175353,0,0,0,0,0,3,0,0,Ayotomiwa,0,394,FALSE,Joined Reading on a season-long loan - Expected back 01 Jul,2021-08-13T09:00:11Z,4.5,175353.jpg,0,Dele-Bashiru,0,FALSE,NA,u,18,57,0,0,983,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,133,349,140,293,115,362,139,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
395,Fletcher,1,0,0,0,NA,NA,176296,0,0,0,0,0,4,0.8,0.8,Ashley,0,395,FALSE,NA,NA,5,176296.jpg,0,Fletcher,0.2,FALSE,NA,a,18,57,1547,1547,3373,3373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,44,458,50,430,42,463,50,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
396,Sierralta,1,0,-1,0,NA,NA,208973,0,0,0,0,0,2,1.2,1.2,Francisco,0,396,FALSE,NA,NA,4.5,208973.jpg,0,Sierralta,0.2,FALSE,NA,a,18,57,69,69,1932,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,146,364,145,313,126,377,146,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
397,Quina,1,0,0,0,NA,NA,216058,0,0,0,0,0,3,0.5,0.5,Domingos,0,397,FALSE,NA,NA,4.5,216058.jpg,0,Quina,0.1,FALSE,NA,a,18,57,367,367,838,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,141,371,148,322,126,384,147,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
398,Navarro,1,0,0,0,NA,NA,220166,0,0,0,0,0,2,0.5,0.5,Marc,0,398,FALSE,NA,NA,4,220166.jpg,0,Navarro,0.8,FALSE,NA,a,18,57,1620,1620,4576,4576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,102,274,99,208,69,296,103,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
399,Sarr,1,9,2,9,NA,NA,232185,0,0,0,0,0,3,1.6,1.6,Ismaila,9,399,FALSE,NA,NA,6,232185.jpg,9,Sarr,5.3,FALSE,NA,a,18,57,136772,136772,21922,21922,1.5,1.5,90,1,0,0,2,0,0,0,0,0,0,2,30,48.4,46.1,44,13.9,15,7,7,3,19,9,7,5,NA,NA,NA,NA,3,NA,2021-08-20T17:10:45Z
400,Ngakia,1,0,1,0,NA,NA,232391,0,0,0,0,0,2,1.2,1.2,Jeremy,0,400,FALSE,NA,NA,4.5,232391.jpg,0,Ngakia,0.1,FALSE,NA,a,18,57,41,41,638,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,154,387,154,341,136,399,154,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
401,Wilmot,1,0,0,0,0,0,241289,0,0,0,0,0,2,0,0,Ben,0,401,FALSE,Transferred to  Stoke City,2021-06-25T10:10:54Z,4.5,241289.jpg,0,Wilmot,0,FALSE,NA,u,18,57,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,159,394,159,349,141,406,159,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
402,Hungbo,1,0,0,0,0,NA,244890,0,0,0,0,0,3,0,0.5,Joseph,0,402,FALSE,Season long loan to Ross County,2021-08-18T06:54:33Z,4.5,244890.jpg,0,Hungbo,0,FALSE,NA,u,18,57,113,113,564,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,151,398,156,356,138,410,155,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
403,Louza,1,0,0,0,NA,NA,471471,0,0,0,0,0,3,1.4,1.4,Imrân,0,403,FALSE,NA,NA,5.5,471471.jpg,0,Louza,0,FALSE,NA,a,18,57,37,37,513,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,214,522,216,514,212,525,216,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
404,João Pedro,1,0,0,0,0,0,475168,0,0,0,0,0,4,0,0,João Pedro,0,404,FALSE,Knee injury - Unknown return date,2021-08-12T12:00:09Z,5.5,475168.jpg,0,Junqueira de Jesus,0.1,FALSE,NA,i,18,57,261,261,5471,5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,61,523,64,515,60,526,64,NA,NA,NA,NA,2,NA,2021-08-20T17:10:45Z
405,Baah,1,0,0,0,NA,NA,493934,0,0,0,0,0,3,0.5,0.5,Kwadwo,0,405,FALSE,NA,NA,4.5,493934.jpg,0,Baah,0.1,FALSE,NA,a,18,57,420,420,805,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,161,416,166,376,150,428,165,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
406,Noble,1,0,0,0,NA,NA,18073,0,0,0,0,0,3,1,2,Mark,0,406,FALSE,NA,NA,4.5,18073.jpg,0,Noble,0.7,FALSE,NA,a,19,21,4783,4783,6331,6331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,123,293,130,228,103,315,129,4,NA,NA,NA,1,NA,2021-08-20T17:10:45Z
407,Randolph,1,0,0,0,NA,NA,32259,0,0,0,0,0,1,1.8,2.8,Darren,0,407,FALSE,NA,NA,4.5,32259.jpg,0,Randolph,0.2,FALSE,NA,a,19,21,255,255,949,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,39,297,21,232,20,318,39,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
408,Fabianski,1,1,6,1,NA,NA,37096,0,0,0,0,0,1,2.6,3.6,Lukasz,1,408,FALSE,NA,NA,5,37096.jpg,1,Fabianski,2.1,FALSE,NA,a,19,21,3330,3330,9405,9405,0.2,0.2,90,0,0,0,2,0,0,0,0,0,1,0,10,13.2,0,0,1.3,139,15,421,44,382,44,213,15,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
409,Ogbonna,1,1,9,1,100,50,40669,0,0,0,0,0,2,2.2,1.6,Angelo,1,409,FALSE,NA,2021-08-10T08:00:10Z,5,40669.jpg,1,Ogbonna,0.1,FALSE,NA,a,19,21,567,567,1414,1414,0.2,0.2,90,0,0,0,2,0,0,0,0,0,0,0,18,12,0.9,0,1.3,148,60,200,58,386,151,214,75,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
410,Reid,1,0,0,0,NA,NA,48717,0,0,0,0,0,2,1,2,Winston,0,410,FALSE,NA,NA,4,48717.jpg,0,Reid,2,FALSE,NA,a,19,21,8153,8153,9619,9619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,94,260,91,193,60,282,95,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
411,Cresswell,1,7,8,7,NA,NA,55459,0,0,0,0,0,2,2.6,3.6,Aaron,7,411,FALSE,NA,NA,5.5,55459.jpg,7,Cresswell,18.2,FALSE,NA,a,19,21,67624,67624,47000,47000,1.3,1.3,90,1,0,0,2,0,0,0,0,0,0,0,30,55.8,17.5,18,9.1,8,2,66,14,69,14,30,6,1,NA,1,NA,NA,NA,2021-08-20T17:10:45Z
412,Yarmolenko,1,1,1,1,NA,NA,56377,0,0,0,0,0,3,1.9,2.9,Andriy,1,412,FALSE,NA,NA,5.5,56377.jpg,1,Yarmolenko,0.2,FALSE,NA,a,19,21,827,827,3629,3629,0.2,0.2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0.1,481,193,195,113,468,189,272,128,3,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
413,Antonio,1,13,-1,13,NA,NA,57531,0.1,-1,0.1,-1,1,4,2.4,3.4,Michail,13,413,TRUE,NA,NA,7.6,57531.jpg,13,Antonio,28.5,FALSE,NA,a,19,21,324291,324291,54757,54757,1.7,1.7,90,1,2,0,2,0,0,1,0,0,0,3,40,55.6,18.7,55,12.9,9,3,61,6,13,6,9,3,NA,NA,NA,NA,2,NA,2021-08-20T17:10:45Z
414,Dawson,1,1,6,1,NA,NA,60232,0,0,0,0,0,2,2.2,3.2,Craig,1,414,FALSE,NA,NA,5,60232.jpg,1,Dawson,0.3,FALSE,NA,a,19,21,1002,1002,2069,2069,0.2,0.2,90,0,0,0,2,0,0,0,0,0,0,0,16,22.6,1.1,20,4.4,77,25,193,56,61,11,93,24,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
415,Fredericks,1,1,0,1,NA,NA,81012,0,0,0,0,0,2,1.7,2.7,Ryan,1,415,FALSE,NA,NA,4.5,81012.jpg,1,Fredericks,0.2,FALSE,NA,a,19,21,600,600,1149,1149,0.2,0.2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,323,122,318,120,258,95,336,123,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
416,Lanzini,1,0,0,0,100,75,86934,-0.1,1,-0.1,1,0,3,2.1,2.3,Manuel,0,416,FALSE,NA,2021-08-13T13:00:15Z,5.9,86934.jpg,0,Lanzini,0.1,FALSE,NA,a,19,21,549,549,2632,2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,215,524,217,516,213,527,217,NA,NA,4,NA,NA,NA,2021-08-20T17:10:45Z
417,Masuaku,1,0,0,0,75,75,105717,0,0,0,0,0,2,1.3,2,Arthur,0,417,FALSE,Lack of match fitness - 75% chance of playing,2021-08-10T08:00:10Z,4.5,105717.jpg,0,Masuaku,0.1,FALSE,NA,d,19,21,74,74,1012,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,124,323,123,264,99,340,125,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
418,Coufal,1,1,6,1,NA,NA,164555,0,0,0,0,0,2,2.2,3.2,Vladimir,1,418,FALSE,NA,NA,5,164555.jpg,1,Coufal,12.7,FALSE,NA,a,19,21,23328,23328,63209,63209,0.2,0.2,90,0,0,0,2,0,0,0,0,0,0,0,18,20.4,23.9,6,5,89,29,45,11,115,26,77,17,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
419,Benrahma,1,12,3,12,NA,NA,172841,0.1,-1,0.1,-1,1,3,2.1,3.1,Saïd,12,419,TRUE,NA,NA,6.1,172841.jpg,12,Benrahma,10.9,FALSE,NA,a,19,21,272531,272531,27398,27398,2,2,87,1,1,0,2,0,0,0,0,0,0,2,39,52.6,15,60,12.8,11,6,78,50,9,5,10,6,NA,NA,3,NA,NA,NA,2021-08-20T17:10:45Z
420,Bowen,1,2,3,2,NA,NA,178186,0,0,0,0,0,3,2.3,3.3,Jarrod,2,420,FALSE,NA,NA,6.5,178186.jpg,2,Bowen,1.5,FALSE,NA,a,19,21,5487,5487,16325,16325,0.3,0.3,89,0,0,0,2,0,0,0,0,0,0,0,8,20,20.2,32,7.2,92,36,57,40,34,18,43,24,2,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
421,Rice,1,2,2,2,NA,NA,204480,0,0,0,0,0,3,1.4,2.4,Declan,2,421,FALSE,NA,NA,5,204480.jpg,2,Rice,4.4,FALSE,NA,a,19,21,20146,20146,33415,33415,0.4,0.4,90,0,0,0,2,0,0,0,0,0,0,0,22,27.8,25.3,6,5.9,55,23,39,26,116,66,59,34,NA,NA,2,NA,3,NA,2021-08-20T17:10:45Z
422,Soucek,1,8,3,8,NA,NA,215439,0,0,0,0,0,3,2.1,3.1,Tomas,8,422,FALSE,NA,NA,6,215439.jpg,8,Soucek,11.3,FALSE,NA,a,19,21,59805,59805,45410,45410,1.3,1.3,90,1,0,0,2,0,0,0,0,0,0,1,34,53.6,3.8,93,15,10,5,145,87,1,1,5,3,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
423,Fornals,1,5,3,5,NA,NA,217593,0,0,0,0,0,3,2.1,3.1,Pablo,5,423,FALSE,NA,NA,6,217593.jpg,5,Fornals,0.4,FALSE,NA,a,19,21,1769,1769,3184,3184,0.8,0.8,90,0,1,0,2,0,0,0,0,0,0,0,24,37.6,48.9,24,11.1,27,16,4,2,50,28,17,9,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
424,Diop,1,0,0,0,NA,NA,219924,0,0,0,0,0,2,1.7,2.7,Issa,0,424,FALSE,NA,NA,4.5,219924.jpg,0,Diop,0.4,FALSE,NA,a,19,21,1288,1288,4345,4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,149,373,148,324,129,386,149,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
425,Johnson,1,1,0,1,NA,NA,222018,0,0,0,0,0,2,1,2,Ben,1,425,FALSE,NA,NA,4,222018.jpg,1,Johnson,2.5,FALSE,NA,a,19,21,9108,9108,11469,11469,0.2,0.2,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0.1,0,0.1,252,90,249,84,210,71,269,91,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
